,Date,High,Low,Open,Close,Volume,Adj Close
0,2017-01-03,117.83999633789062,115.51000213623047,116.02999877929688,116.86000061035156,20663900.0,116.86000061035156
1,2017-01-04,119.66000366210938,117.29000091552734,117.55000305175781,118.69000244140625,19630900.0,118.69000244140625
2,2017-01-05,120.94999694824219,118.31999969482422,118.86000061035156,120.66999816894531,19492200.0,120.66999816894531
3,2017-01-06,123.87999725341797,120.02999877929688,120.9800033569336,123.41000366210938,28545300.0,123.41000366210938
4,2017-01-09,125.43000030517578,123.04000091552734,123.55000305175781,124.9000015258789,22880400.0,124.9000015258789
5,2017-01-10,125.5,124.27999877929688,124.81999969482422,124.3499984741211,17324600.0,124.3499984741211
6,2017-01-11,126.12000274658203,124.05999755859375,124.3499984741211,126.08999633789062,18356500.0,126.08999633789062
7,2017-01-12,126.7300033569336,124.80000305175781,125.61000061035156,126.62000274658203,18653900.0,126.62000274658203
8,2017-01-13,129.27000427246094,127.37000274658203,127.48999786376953,128.33999633789062,24884300.0,128.33999633789062
9,2017-01-17,128.33999633789062,127.4000015258789,128.0399932861328,127.87000274658203,15294500.0,127.87000274658203
10,2017-01-18,128.42999267578125,126.83999633789062,128.41000366210938,127.91999816894531,13145900.0,127.91999816894531
11,2017-01-19,128.35000610351562,127.44999694824219,128.22999572753906,127.55000305175781,12195500.0,127.55000305175781
12,2017-01-20,128.47999572753906,126.77999877929688,128.10000610351562,127.04000091552734,19097200.0,127.04000091552734
13,2017-01-23,129.25,126.94999694824219,127.30999755859375,128.92999267578125,16593600.0,128.92999267578125
14,2017-01-24,129.89999389648438,128.3800048828125,129.3800048828125,129.3699951171875,15162700.0,129.3699951171875
15,2017-01-25,131.74000549316406,129.77000427246094,130.0,131.47999572753906,18731300.0,131.47999572753906
16,2017-01-26,133.13999938964844,131.44000244140625,131.6300048828125,132.77999877929688,20020100.0,132.77999877929688
17,2017-01-27,132.9499969482422,131.0800018310547,132.67999267578125,132.17999267578125,19539500.0,132.17999267578125
18,2017-01-30,131.5800018310547,129.60000610351562,131.5800018310547,130.97999572753906,18956100.0,130.97999572753906
19,2017-01-31,130.66000366210938,129.52000427246094,130.1699981689453,130.32000732421875,19790500.0,130.32000732421875
20,2017-02-01,133.49000549316406,130.67999267578125,132.25,133.22999572753906,50139800.0,133.22999572753906
21,2017-02-02,135.49000549316406,130.39999389648438,133.22000122070312,130.83999633789062,54366400.0,130.83999633789062
22,2017-02-03,132.85000610351562,130.75999450683594,131.24000549316406,130.97999572753906,24804900.0,130.97999572753906
23,2017-02-06,132.05999755859375,130.3000030517578,130.97999572753906,132.05999755859375,17058500.0,132.05999755859375
24,2017-02-07,133.0,131.66000366210938,132.24000549316406,131.83999633789062,14596400.0,131.83999633789062
